Case	MYCL	MUC1	CDKN2A	NFIB	FGFR2	WWTR1	SMO	FGFR1	MECOM	MLF1	PBX1	PAX8	WT1	ERBB2	EGFR	ACKR3	CDKN1A	NDRG1	EPAS1	FGFR3	PTPN13	LRIG3	SDC4	ELF3	CBLC	GNA11	PTK6	FAT1	MET	ERBB3	CDH1	PTPRK	ALDH2	AXIN2	RNF43	FGFR4	WNK2	ETV4	CCND1	FKBP9	AFDN	ID3	FBLN2	SFRP4	ELN	CREB3L1	PDGFRB	CDH11	COL1A1	COL3A1	TNC	PRRX1	MYCN	GATA3	CDKN2C	BIRC3	CD74	LCK	CD79A	CARD11	CCR7	PRF1	TENT5C	IGF2BP2	GATA2	LMO2	LYL1	CCND2	KLF6	JUN	CSF3R	PER1	CXCR4	TNFAIP3	CIITA	SH2B3	PIK3R1	CYLD	CHD2	KMT2C	KMT2D	MDM4	RBM15	PTPRC	LYN	CDK6	MYB	TEC	CHST11	RUNX1	GAS7	FES	JAK3	LCP1	VAV1	IKZF1	FLI1	CSF1R	KLF4	MAFB	Cluster
TCGA-RQ-A68N	-0.2649892224541562	-0.6818350616767009	-0.6321034323673372	-0.687982134624291	-0.6978481699873709	-0.7503152603407255	-0.3767053432169125	-0.6243738990845128	-0.8934332820323231	-0.7904700657685693	-0.8663986383274507	-0.6370572066811556	-0.6654666937988827	-0.2916711961083739	-0.2365412942681461	-0.3088774955023406	-0.263692333761604	-0.4570146460610264	-0.1464150412031204	-0.3683400057718294	-0.5050630812770123	-0.7048022225998652	-0.7294118877005037	-1.0561494206131097	-0.9132932796213766	-0.985211190286887	-0.6343300473554644	-0.6906569786661693	-0.7400585773518316	-0.9927102684844265	-1.0318769023972534	-1.0063133917724716	0.5569968902654358	-0.5032711485153586	-0.543323497503757	-0.4474962030353518	-0.6804824074311723	-0.6177885163757799	-0.5997778051238287	-0.977557148244007	-1.012232412109444	-0.0564108462216544	0.0321101605342435	-0.4415313650920756	-0.4610119806749871	-0.3310892097016497	0.0799490698817569	-0.3370213277672728	-0.1261818443844356	-0.0590218500014069	0.0742116116043278	0.0389272529790633	-0.2705026321274772	-0.1690470817178135	-0.5861405031273558	0.94613709588937	2.59738421652841	1.2065203889218017	2.059631537651223	4.742821943792856	2.205986593731843	2.855871736600927	-0.0841499063534041	-0.8726782715204527	-0.3357922767070442	-0.2313687993243708	0.0463822970770467	-0.27278391626591	-0.5357010446662237	-0.6273770917913475	-0.2279787002510597	-0.4580064523137329	-0.111186362493761	-0.1988412928970505	2.363095492409457	-0.0294499280783422	-0.5741351604769944	-0.0176875476209891	-0.3724533513976475	-0.5896457233081166	-0.51416131239041	-0.4025331250643594	-0.2341887326626593	-0.1157198040312659	0.6605073217111093	-0.421118727559049	-0.5540381994379859	-0.3680963218839166	0.0683513879854898	-0.4342581978826204	-0.3304919389437192	-0.0674441756568366	1.4300158229054951	1.9414093864376043	1.9015267419933173	0.9024496949842736	0.161190511115964	1.3326670976972987	-0.5036598801994553	0.1505777734408093	2
TCGA-FF-A7CR	-0.2519362013197036	-0.6868760144480492	-0.6309426517434089	-0.6687100513485433	-0.7338735663412314	-0.7951421980411854	-0.6893879028959374	-0.6454362058932335	-0.8854849142587191	-0.8104922534209391	-0.8620459920567491	-0.6499176695921615	-0.66851508987637	-0.3057582048819934	-0.2169139992576491	-0.4387181040246236	-0.2196233133123359	-0.4669706805859153	-0.1961356574089419	-0.3712559497890958	-0.4529123197207652	-0.668409143487519	-0.9159623071741017	-1.0422425363693055	-0.9132932796213766	-1.1208429752262237	-0.6031815606211148	-0.6441003738239549	-0.714425173680836	-0.9954156982653476	-1.0255211391755576	-1.0098384314200817	0.0938955638851044	-0.5135870379140949	-0.2856100116854514	-0.4265456382768538	-0.6987962583327089	-0.7675223803467741	-0.5465586810367382	-1.070791400309482	-0.5432076227121134	-0.0763755005635734	-0.5323054832536113	-0.4578012947594015	-0.464597321398044	-0.4785394657441414	-0.1183808421004759	-0.4615621606402217	-0.3968400826363153	-0.4463670447772795	0.100075554522704	0.0174321648031982	-0.2700938970656263	-0.070535677018915	-0.3787879668193475	1.995901169355019	1.5263275346898733	1.5439026028494731	0.7587006972796907	5.1375991107082895	0.6625146092653748	4.273720009518068	0.0397355536579639	-0.8304636048366997	-0.3407162263712972	-0.038593314773799	-0.0953239405824084	0.5540103334325887	-0.3967781000979413	-0.6190797742865817	-0.2368350529629501	-0.3929349480671636	0.6979729061940249	0.0071422014459981	3.196219983064507	0.2618091315270902	-0.3640208875309528	0.1995137680372048	-0.3077713472316808	-0.4954413253113247	-0.4070509117105702	-0.3594940796843949	-0.170876380588419	2.165838072748306	2.3454264578974278	-0.3993520249974631	-0.5093728376326613	-0.4008999942040124	0.3791381497958008	-0.1694069865635174	-0.0511874738456098	0.0634395056937278	1.3576752545373592	2.5281857394447758	1.9887349359112767	1.945790120682648	0.9228257632868246	2.6859155700612267	-0.4727162124599356	2.119973899493948	2
TCGA-G8-6324	-0.2818404587547813	-0.6879042468197331	-0.592956759644596	-0.5070219330550012	-0.7237078229022161	-0.6939489611462222	-0.6903794349822168	-0.0487684367232139	-0.8818878427115407	-0.6939391959487051	-0.8386296650812679	-0.6606304943839066	-0.6683895984426483	-0.3003572519376176	-0.2292629494851681	-0.4665300124816433	-0.4125355082434375	-0.4934232005829105	-0.3830288471227778	-0.3662510208209631	-0.533255917653474	-0.7054633685457542	-0.9903819460971433	-1.061306444483738	-0.9085986315836876	-0.9757547347908048	-0.2265049306472926	-0.7225204121757339	-0.7018232769040336	-0.9924606148888236	-1.0124063118422926	-0.9699087787745896	-0.018430824055517	-0.3443592508359697	-0.4967820513713053	-0.427150730367391	-0.6861920197710631	-0.7596370521347348	-0.6412987760735731	-1.0429786844104496	-1.0508306090076325	-0.2597409588802578	-0.5604017439380977	-0.4657728304185242	-0.4309294007436816	-0.4850493443952691	-0.1276280677534475	-0.4930835756224202	-0.4120048547521034	-0.5037240400992109	0.1786924133003633	-0.0921902786650105	-0.2685686174445728	0.0834099206650496	-0.445264444670801	1.3185522701085095	3.2372608899773354	3.442520013021451	2.249381179321252	5.979778069387198	8.173749088739783	3.9042372864052393	-0.0733206826296775	-0.8947914001883548	-0.3337815768087611	-0.3244637879769492	0.1867666093521364	0.5821763342805246	-0.4872508494246008	-0.6604109440947882	-0.4065018879785259	-0.2986815110220072	1.878599047957881	-0.1722992902863167	1.489198717353181	-0.4263477210207458	-0.5597144425869678	0.2413978401521866	-0.2898222373771726	-0.5178787908312693	-0.6933345084759741	-0.4568366641277252	-0.2612800910181314	0.1109139553441155	0.7810327749891988	-0.4903018399721299	-0.4182573161379763	0.3939424534020445	0.1533498712170305	-0.5435787847737803	-0.4768768016365292	0.2602605465714296	0.8871937193225392	0.7382720651808135	1.0358862437187573	1.4748446724771491	1.074868338058844	0.6770649411290907	-0.4758819232638667	-0.111621367792397	2
TCGA-FA-A6HO	-0.1653261963333157	-0.6886789066319594	-0.613959445457095	-0.625299889375362	-0.7119889797711292	-0.8580739960167825	-0.2249542736827049	-0.3700504192825656	-0.9043695398814056	-0.7740803378036769	-0.8261025367899806	-0.6506504595016205	-0.6685098610666316	-0.3022541780638666	-0.1816015304224406	-0.4306843481139729	-0.6314999304728993	-0.5442892447062032	-0.3171207354343833	-0.3714618592755087	-0.4789652539731112	-0.6152319729761265	-0.8080028945660193	-1.0603805174784946	-0.912816509468491	-1.0421472263586784	-0.6023138180666701	-0.6655473227576352	-0.7200353763902947	-0.9933267600164254	-0.9633782951070328	-0.9199031278443373	-0.0442193284071006	-0.5084446198393485	-0.5206208615179833	-0.4412535697844639	-0.6976471539624164	-0.7258109599763859	-0.5794765502831519	-1.084343819756178	-0.6283857878624843	-0.1030397575809502	-0.4873444508623819	-0.464605025831519	-0.3738496336945376	-0.4844742549612711	-0.3361681264764398	-0.41105152319628	-0.4161785351621497	-0.512300865005989	-0.0075285109756643	0.1148659826792629	-0.2653718440339987	0.0005578681903598	-0.1698660919095411	0.938670868893698	3.728755374205974	2.619644264904175	4.214440416430121	9.587718777306124	5.49792972617862	4.795423318571842	0.0668184212006194	-0.8655802302196447	-0.3325653995739243	-0.2568309588929399	1.0577488958682393	-0.1416311439311743	-0.4940861768192585	-0.639897375508491	-0.2981090131232632	-0.4017912974729927	0.7656797008908094	0.1376670730350004	1.3319609265610584	-0.0516769694991328	-0.3997685231938228	0.1040401636819493	-0.2887270657931295	-0.4415988500089038	-0.4717906022248085	-0.2906712309235794	-0.3417123237140053	1.2364065995673883	0.9132746870335992	-0.4310637100174303	-0.5912283008943969	-0.3589706349992723	0.4754056627046453	-0.4907580628861934	-0.1162286684689945	-0.2582379920384167	1.633386476008463	1.682563203578748	1.81718715365393	2.4378159905582515	1.4011867796449304	1.6312881509804866	-0.4833889327341376	0.3483963451472993	2
TCGA-FF-A7CW	-0.2472820503414357	-0.6822585539924962	-0.6287096075621948	-0.6873516112738755	-0.7299419433445182	-0.8714163827442702	-0.650869797614828	-0.4360703319164417	-0.8945162713153444	-0.6962968019958659	-0.8666412945655385	-0.6560590127179737	-0.668462801778986	-0.3035291611979028	-0.2378742689630516	-0.3934546505498142	-0.5498853709963958	-0.5685501096364528	-0.6517083707199061	-0.3701334109760706	-0.5275993931575598	-0.6807004476633651	-0.937725316849746	-1.06140233336454	-0.9132932796213766	-1.0697837527786742	-0.559468161698405	-0.7223722101594104	-0.659620400666213	-0.9947380670772824	-1.012969207736715	-0.987003661313441	-0.6824475922923813	-0.5109102478292934	-0.5321910754501268	-0.4541821710852471	-0.6964082758131948	-0.7413457118445365	-0.7190717937144523	-1.0634271959766102	-0.7936909233764733	2.287186136197678	-0.5649967628515405	-0.4184386640604528	-0.4362502749243137	-0.4803784145156464	-0.5261500696893381	-0.5615766943006999	-0.4152227377191772	-0.5159934670235671	-0.2209274506010412	-0.1932414199690384	-0.2405486658874415	-0.0929031047903651	0.153652766967532	0.8213974486902702	1.3840322034748738	2.4635304101764417	3.505681235956577	6.560071229873713	4.80196254453029	2.9688609106882917	0.0469361981049877	-0.7232506125839412	-0.3385800755261542	-0.3771688667112289	0.7760122472176979	-0.0518276685602473	-0.5400167076719102	-0.6613502531841584	-0.3868166420067513	-0.4384675672810892	0.2519676837823011	-0.2087616299690375	0.2355383055499857	-0.2525809853042247	-0.598473849355902	-0.0037211491381634	-0.3534007098706683	-0.5731192887424905	-0.6501275747459377	-0.2286599101689748	-0.2514247294733334	0.7319548505740515	1.076819996364871	-0.4013755626727864	-0.4542030546930494	-0.4344844739580884	-0.3135648737743285	-0.5164767449241814	-0.4264127481330518	-0.4269859841167909	1.3454781955692756	1.6673145055919545	1.59657587868559	1.6582684176307911	0.2892321780811014	0.4070725140372781	-0.5068920247155128	-0.2798246591416654	2
TCGA-GS-A9TU	-0.2288214763941105	-0.6874607126865238	-0.636652002541864	-0.5575460432643939	-0.7302134642697056	-0.7298105113065899	-0.6514647168665956	-0.2411449683722846	-0.8712029930888737	-0.6619892680725511	-0.836112106611106	-0.658998627623996	-0.6686405813100915	-0.2991258048130363	-0.2056367303899546	-0.4173809255787618	-0.2654374885927823	-0.4932161150647928	-0.2344987056460965	-0.3711563161666379	-0.4340273093666809	-0.6249237715010907	-0.7882750346684764	-1.061246513933237	-0.9127396110567352	-1.0935305896056466	-0.5542131127886875	-0.6232250612389512	-0.7399659163461197	-0.9938515420643254	-0.9996624350601409	-0.8743427702750083	0.0884368041442305	-0.4855521644969393	-0.5420101218682164	-0.4588851145612039	-0.2547212834820176	-0.7422762242595858	-0.518686914084413	-0.9611104252339264	-0.0047767661720274	0.1018856525060431	-0.4160479970954814	-0.3026641674634082	-0.373085427604165	-0.4785194044848159	0.3877734549786494	-0.1912868562967114	-0.3820627447664893	-0.4221095390429659	0.5055137350533047	0.2218485319136694	-0.261866027040074	0.0196530639875458	-0.0141841760075564	0.9180702471602264	2.5836626733835173	2.623188060360044	3.192580854556172	7.07516878798516	3.467248068780231	1.7511526387659235	0.1716964591184493	-0.8889961033098274	-0.3357469749762336	-0.3037162870382484	-0.2401164056155985	-0.0142317771979091	-0.3540346042021505	-0.5637945007585161	-0.3395725241392943	-0.4133062950764379	0.1344708118214733	0.1105277756264128	1.102735350886721	-0.0460599225557194	-0.351890308462171	0.4031418918834485	-0.1469734064111814	-0.2753617357693332	-0.3430306194098532	-0.2857418356559268	-0.1475297693294976	1.3325430694987086	1.3563384548560202	-0.2466080324782146	-0.3596587230140207	-0.3436082487357107	0.791230796145423	-0.2923727794432459	0.0794163491708353	-0.3248519253825099	0.6590404319263128	2.169533352775632	0.8059326181499301	3.1379040172095345	1.034157937475019	0.9782389709004538	-0.3979291831393303	0.0573607941475612	2
TCGA-FF-8042	-0.2936318661661976	-0.6818089201757259	-0.6377323131052081	-0.7680037720096504	-0.7337432362971414	-0.8830303521790079	0.0211439901318216	-0.5586898122746515	-0.9007531292398876	-0.7756957345396945	-0.8751494289134951	-0.6534068769302779	-0.6588731647187601	-0.3009381466923443	-0.2411385422215985	-0.5541655627248051	-0.2709416760426226	-0.3546984704556473	-0.683510877088717	-0.3739128463879718	-0.5356951067879556	-0.7213458972913157	-0.5795366588951386	-1.061636062511495	-0.9110286213951696	-1.089824110029686	-0.6336636210736508	-0.727855684763382	-0.7562574058958095	-0.993678313038805	-1.029511014289279	-1.0395673056162955	2.1974699842713723	-0.5183816595973124	-0.5463463461887315	-0.4595261527165254	-0.5264485575446207	-0.1678792107950136	-0.6823904071404602	-1.074091020545451	-1.0184617281292587	-0.2586806598802336	0.1526820537637739	-0.4520098725548238	-0.4859950919284788	-0.4750320889053983	-0.3966729944966998	-0.4965377394888616	-0.3224555492275817	-0.1638376117044211	-0.2988859350039157	-0.0746717400312021	-0.2688377844365234	-0.1219527746987334	0.4607729191067137	0.12199235593361	2.628331396853988	4.536876266116163	1.6594320108502405	5.596226128472559	-0.1857165621152575	2.4836923475597104	-0.0914308849020616	-0.8839336001688327	-0.3424063294053827	-0.2811099493531218	0.7626264515933364	-0.6411865504082426	-0.5870014116256774	-0.6923050664836614	-0.3435530400954253	-0.403615304474144	-0.3685246242800767	-0.3196464455141082	1.1397522933036244	-0.4803062963217221	-0.5621357872781798	-0.253573741812514	-0.4443542919210284	-0.6234268399580213	-0.7482239772973821	-0.5059041948206658	-0.2405388367508023	-0.1825338558055119	0.1528380921189703	-0.3339482937617641	-0.575428525223759	0.1888829010529783	-0.4322935243334986	-0.6657145629665423	-0.3959242088943608	0.0788672945620616	1.0510652094545416	1.0655138872560876	1.6004846768275638	1.0672541844496004	0.8192821460624288	2.115758173019511	-0.5117359088561991	-0.3277215608869076	2
TCGA-FA-A82F	-0.2881351533728984	-0.6883922215046001	-0.3699038104625248	-0.6897092203232557	-0.7306478977500054	-0.698661696066742	-0.4075711538086193	-0.5949417794311166	-0.8550645188624201	-0.5720771589332347	-0.8374922139652309	-0.6569580895684254	-0.656703208677324	-0.3001457913202653	-0.2374463537911075	-0.3936614601079101	-0.5583501441200138	-0.5300481329218021	0.3887461915638273	-0.3680876005949362	-0.4970721181002444	-0.6628945852570356	-1.0198261531294135	-1.059610409904554	-0.912612728677338	-0.8753415523622122	-0.6438890993352281	-0.6802334368514125	-0.6403721826615383	-0.988787140553524	-1.0309042355452056	-1.0042077264962446	-0.2780940999111838	-0.514791903984748	-0.5342132569842132	-0.4038696624087054	-0.6345182326194725	-0.7458147925985066	-0.7155202289872719	-0.9771061620871876	-0.6209488975787816	0.2243259423670688	-0.0280319725114749	0.1231497534554102	-0.1446592277126773	-0.389758362599101	0.2358786218992465	-0.2495042714125122	-0.0755203698091397	0.1391591240261321	0.2103318517503885	-0.0566686638481515	-0.2753509610318717	-0.2086669220167323	0.3937556953699965	0.3200528638050402	2.592713168777132	5.076473892020193	6.153029053684975	9.28099585480374	-0.1559436124975136	3.3040598705232638	-0.0846888921283191	-0.7016978555976818	-0.3307986320723133	-0.3181425418521895	0.1243030327255468	-0.5887934603567473	-0.5336026863228317	-0.6598918384587685	-0.3517621160286927	-0.3981585380095288	0.0468913571195889	-0.3091584504090465	1.104981070345785	-0.2686546370312686	-0.5710577864359466	-0.2122567947036025	-0.4111104002878415	-0.5093524476201841	-0.6174041790847375	-0.4267932971806632	-0.3849728613933435	0.5083818526639311	0.6878638363993256	-0.4028435629777863	-0.514695440991669	-0.3650218926126193	-0.2946344423505437	-0.4937249238949244	-0.3389038925515774	0.1328454971838506	1.0842715847629194	1.3770207535149928	0.7369439461499321	0.998221153840839	0.8698387188363036	0.4737311161227049	-0.5136191601738662	0.1553347073755382	2
TCGA-GS-A9U3	-0.221465778008917	-0.686442065531864	-0.6226984940365486	-0.6292475138301381	-0.7038542128525155	-0.7696262823237531	-0.5384533891974894	-0.3453629157581985	-0.8825937196549387	-0.7771976169104785	-0.8231299978734039	-0.638094386245313	-0.6675163872163355	-0.2985424222863407	-0.2106353854958501	-0.4715530984792432	-0.2811176275316792	-0.3189111724881163	0.2518763110607717	-0.3713456200493079	-0.2757344095841899	-0.6210620781353299	-0.4736192870914942	-1.0610876979744086	-0.9122474612214982	-0.9575746638668912	-0.6214943994901173	-0.6363938689751298	-0.5272499421430366	-0.989806134821291	-0.9830343609375504	-0.9339876889142118	0.6935734048124854	-0.5055690889593878	-0.5426980805344519	-0.4331237681323959	-0.6919016321109539	-0.6989047347919264	-0.5411131296111303	-0.9638791377156648	-0.7102063074986289	-0.0396481009026743	0.3274330783956235	-0.3935593489459932	-0.408817418913833	-0.4618518415285388	0.1746416155312471	-0.1700237872696226	-0.2568188516627007	0.1500622342400915	0.24374301311142	0.3162331048677788	-0.2721807720155644	-0.0408832275363402	-0.3056344528194192	1.6249244425387153	3.2047714370118725	3.658833287647703	5.365714360812607	6.03170111761019	1.3843454086052154	2.6866079963301472	0.0867417454645289	-0.8692681464150713	-0.3317569379163824	-0.3062297706517514	0.2496569492917888	-0.1394514479270256	-0.4947880508995016	-0.5802457537677762	-0.3201069743004101	-0.408695065907458	0.0864921074613968	-0.0586457169855459	0.8656372808864432	-0.1712980336064215	-0.3649393286207228	0.4423188873027879	-0.3161690560574161	-0.4833322169354817	-0.48124730694614	-0.2607174893450202	-0.3245271277360364	1.6856137595785845	0.7835980546329653	-0.4009840959247865	-0.5705600689090352	-0.2356616209879395	1.066272041975918	-0.3368580346872551	-0.042583816645959	-0.2895080903530783	1.6590933083026815	1.4413956114536457	1.2458113168245764	1.6194716136624303	1.2501522982387931	2.407734870647728	-0.4881952673853614	0.3966572051124902	2
TCGA-FF-8062	-0.2655108083396517	-0.6638383810221363	-0.5085698188613685	-0.5700468540378518	-0.6031633929560306	-0.7437124575892846	-0.5973387300391128	-0.3553774140486899	-0.8941778371644004	-0.671943604716119	-0.8150920099867426	-0.4600405303604148	-0.6678562598493315	-0.2783491772151761	-0.2187922817822885	-0.4435940370674244	-0.3244870416636696	-0.4287089761711319	-0.283271761140743	-0.3705884045186282	-0.5048236516687196	-0.5578174579933542	-0.6918029629636498	-1.0576926322885156	-0.9060225347898694	-0.7344248630845286	-0.6332956982305663	-0.7185048432572528	-0.2929355298813162	-0.9840895769791188	-0.9330983780277624	-0.8853546197936479	0.7690283519579304	-0.5006813075284393	-0.532826916035587	-0.4451656998351643	-0.6980062490781328	-0.1665293125027587	-0.627847937971398	-1.008332671932776	-1.041243647473592	1.019403108225151	1.052997087772327	-0.4063258648523032	-0.1518370512717851	-0.473771573111112	-0.1827533105229253	-0.3089367190441466	-0.3315305201922914	-0.3497434680698062	-0.023551630414025	0.1985322508803078	-0.2687148316130398	-0.1226115266619735	0.4562059674453008	1.18058689817778	2.140186847743472	1.3580724124081611	4.946633631084958	1.5321011650383984	0.6233886442249515	1.4476818152934108	-0.0717621076462359	-0.8833253334716649	-0.3293420071893283	2.5804776312673448	5.756496243580588	-0.5254616973085455	-0.5548977093550991	-0.6479503156624291	-0.3907782593708058	-0.4476006776058505	-0.1291746560858532	-0.2431459764905229	1.0241226936002683	-0.3921548312630611	-0.539681691804255	-0.1148398419942127	-0.4711692755532292	-0.6065655178473214	-0.719349669513655	-0.4748749488200733	-0.0551012828533946	0.367047958806771	0.0634957280052756	-0.4047203006226096	-0.6156432459951011	-0.2069669477891648	0.122758109424104	-0.6023920949686852	-0.3125714871829493	0.1393205944883798	1.4853617439566156	1.6407837415717788	3.179690812772081	0.4742603177613184	1.3044098165202884	1.0758200182249469	-0.5094136173540454	-0.0591640695511982	2
TCGA-GS-A9TY	-0.3048125277116918	-0.6866372554058109	-0.5274199305532379	-0.6350455872480907	-0.680709769189544	-0.8236921700135171	-0.7144678321371203	-0.5129141691858704	-0.7864784207867845	-0.7657588616446239	-0.8618943319079442	-0.6101666354267383	-0.6649804144932114	-0.2971567332996906	-0.2303346308449926	-0.4932681020793187	-0.5146502316394639	-0.545753445516997	-0.6263742822614078	-0.3725777558470366	-0.5285571115907305	-0.6902720378345313	-0.7465728402876309	-1.0346763043685288	-0.9120590601126968	-0.7130738495576068	-0.6249931374696387	-0.7114123181903397	-0.5482587192562351	-0.9866268727058584	-1.0186218902626951	-1.0152507710560137	-0.5955209788430085	-0.5131212391754404	-0.5456896583709611	-0.4022281254502186	-0.694002338537895	-0.6704563927881594	-0.7120501844910139	-1.0513647434530768	-1.02620787523664	0.8657486502414617	-0.0281792937285471	-0.4045455975335263	-0.3706213986211876	-0.45759551100831	-0.2940144653027825	-0.4203031279239848	-0.3562059031380532	-0.3965502770374095	-0.3184177081225321	-0.076058519913516	-0.2760753857756401	-0.1678501337061748	-0.5870926860992334	2.1367833929637223	2.833648976548046	0.5822260516225007	2.420029363762442	2.250177596715345	3.5575626138651963	-0.0689501823226391	-0.0665684145638656	-0.8879663604760394	-0.3379388817977589	3.070291624336022	6.792615114529426	-0.6186723003341844	-0.5631013734107224	-0.67298617346897	-0.4215876891036612	-0.4600767111561389	-0.2640078407813204	-0.3613943882076075	1.4562365461818103	-0.4438225162118387	-0.6492743766459131	-0.3664240563537647	-0.4761769685214875	-0.6107861640503149	-0.7043591323806212	-0.4871536243049536	0.0862846918268377	0.0641996223470239	-0.0703257132600221	-0.3516074739013211	-0.625393783035877	-0.5194168025892913	-0.395540334027589	-0.5276554533677932	-0.3306069610987948	-0.5004895353434076	3.1671313215761385	1.3073208758443935	4.405858177027526	0.0257529452865302	0.9536485631861114	0.4207692604662797	-0.5222497659057512	-0.2017447022160816	2
TCGA-FA-8693	-0.2243813093688665	-0.6781464958891267	-0.5049587248926487	-0.7330097260615822	-0.7245549681888007	-0.697530142299546	-0.6874514990568508	-0.52826743698634	-0.8910449038813739	-0.7489063443445482	-0.8587398008128015	-0.6448022323395917	-0.6616601203093274	-0.3027890490371696	-0.2379007769825526	-0.4355205100879091	-0.2482762846245935	-0.3192390578918026	-0.6157537059569881	-0.3714452536717657	-0.522735979239115	-0.6514447395577756	-0.3687815094139307	-1.0565569483565178	-0.9082448988896108	-1.055352440665428	-0.6228550198154867	-0.7179190924308311	-0.5044974533768981	-0.9877783362284348	-1.016307762696737	-0.9869880637928762	3.4006219854004693	-0.5120219541522156	-0.5434694281299282	-0.4506175196607958	-0.6325970737503898	-0.7362606580834208	-0.673382421623549	-0.9867367145752144	-1.1304568778471995	-0.2080222890589556	0.8412614223593005	-0.1805079996042233	-0.4034894026202067	-0.4205490521205365	-0.21289831118855	-0.2564820295748711	-0.2583732302793246	0.1528654622444284	-0.2689673694115598	0.095158670978188	-0.2730480878785164	-0.124643754940727	0.8610012839465915	1.8042451773009776	1.975744673223352	1.887212620085144	5.6001386801817095	0.9118946725558776	-0.0047079647750348	2.1509305418692226	-0.0219161987586628	-0.8725872709909552	-0.341806952659274	1.111954560049044	1.2810033573372288	-0.5993023776873877	-0.4962480942643541	-0.6515725426911874	-0.3030580819233193	-0.436508448650223	1.2810294655662453	-0.1876442951884296	0.0619940962412156	-0.4418476107358051	-0.5395385581279272	0.0289906212119739	-0.5229391231424433	-0.6290508244451337	-0.7706974855915736	-0.5426600301561199	-0.3703567360978919	0.7821529552036983	0.4322517661163499	-0.4049851163639037	-0.5011073614266938	-0.2705539531939324	0.3816765660371047	-0.5784452882553558	-0.2119117652045043	-0.2023587122830683	0.5805895608511926	1.840246423983183	2.5452767222712547	0.3925803717407018	0.9192905317571576	0.8676393976826946	-0.4775572081783557	0.2007676119717281	2
TCGA-G8-6906	-0.3144551795948274	-0.6846627006988315	-0.6320591738340159	-0.712682201525356	-0.7228715384526391	-0.7594049944486412	-0.6973084945028041	-0.4422701932828679	-0.8726921033530282	-0.7744994677676166	-0.8593767734377823	-0.6348306527254917	-0.6548103795520231	-0.2966032040366213	-0.2414907201949684	-0.4204910231639741	-0.349169399638795	-0.3486398915794348	-0.4679671364272704	-0.3720364131650157	-0.5151041604747861	-0.7189267041711308	-0.6812895537826458	-1.0458084041241271	-0.9092714926865504	-1.0360731096391382	-0.457449405057442	-0.718377812957547	-0.7238092064411019	-0.9919765926116344	-1.032234912812863	-1.0206631106919453	0.3402179617679989	-0.5068546934780744	-0.5460023668556137	-0.4383838756125107	-0.6696018254249653	-0.3046601672044031	-0.6880180204151277	-1.0190250399292635	-1.0176075902352888	-0.2665941109535849	-0.136923397815994	-0.4639449623692986	-0.4620832976241077	-0.439202679750039	0.0859812532250895	-0.4036051096349567	-0.1847888154238045	0.176308113195801	0.1237930899265377	-0.02105515397885	-0.2760753857756401	-0.1834018467207037	0.3480038913385453	2.040042096998393	2.6547696078399685	3.3426300840171983	5.024827046307567	3.767860041869324	-0.1478841860316359	0.7379396525594922	-0.0884571219654202	-0.7364265313548742	-0.3376496476702762	2.4418096111708927	2.4782774232737643	-0.5894241809026287	-0.4904024728819409	-0.6339145783949701	-0.3740648170030745	-0.4016060637870932	0.208992932503175	-0.2937621511063545	1.0236236448315872	-0.4624531508183785	-0.5539712038243145	-0.0381796645069975	-0.4087612154396268	-0.5591231156285331	-0.6942937060940024	-0.4460769027827341	-0.2345298239679653	0.6946652918775612	0.7550617441630468	-0.340669432413087	-0.6307708840401989	-0.233504640451569	0.075028191917162	-0.4719738297932154	-0.3392642953041475	0.0149072458379998	1.8883885983242976	1.9544045260818144	2.212079139167312	0.6767580992738239	1.6939757596918288	0.713793615832625	-0.5195750868871015	-0.1041238284614549	2
