Case	MYCL	MUC1	CDKN2A	NFIB	FGFR2	WWTR1	SMO	FGFR1	MECOM	MLF1	PBX1	PAX8	WT1	ERBB2	EGFR	ACKR3	CDKN1A	NDRG1	EPAS1	FGFR3	PTPN13	LRIG3	SDC4	ELF3	CBLC	GNA11	PTK6	FAT1	MET	ERBB3	CDH1	PTPRK	ALDH2	AXIN2	RNF43	FGFR4	WNK2	ETV4	CCND1	FKBP9	AFDN	ID3	FBLN2	SFRP4	ELN	CREB3L1	PDGFRB	CDH11	COL1A1	COL3A1	TNC	PRRX1	MYCN	GATA3	CDKN2C	BIRC3	CD74	LCK	CD79A	CARD11	CCR7	PRF1	TENT5C	IGF2BP2	GATA2	LMO2	LYL1	CCND2	KLF6	JUN	CSF3R	PER1	CXCR4	TNFAIP3	CIITA	SH2B3	PIK3R1	CYLD	CHD2	KMT2C	KMT2D	MDM4	RBM15	PTPRC	LYN	CDK6	MYB	TEC	CHST11	RUNX1	GAS7	FES	JAK3	LCP1	VAV1	IKZF1	FLI1	CSF1R	KLF4	MAFB
TCGA-F4-6703	-0.23571354288108584	-0.3553390424825467	-0.6150840145537605	-0.4134029225476349	-0.47094356322678804	0.23534267882774992	-0.278811963592724	-0.06416475911650606	-0.5181388172767099	-0.5535131942804051	-0.6318562182006255	-0.6383057679499646	-0.6332415393811226	-0.12637616318199835	-0.033929140642517	0.21896810757561172	0.31356473038721533	0.1928130724359379	3.042903225261304	-0.21646515393858132	0.5006609883563454	0.22331145103030917	-0.021418653834257364	-0.37366930108799395	-0.3666224704496687	0.12102498581590174	0.2198410135377915	0.9760793548195278	0.3017712285046918	0.1446147086268623	0.4489512275803497	0.45873051982352653	0.907366557148626	-0.1282286361002549	0.004520920375166512	-0.1961193809873627	-0.33646928657485703	-0.4872328190811584	0.1242142350610008	0.6767970834218303	0.26167007720032026	0.45129619705974805	6.562782545088914	2.915897302401922	0.3568028098316785	0.2405630618651732	4.680244881597086	2.2589303575260518	2.7277163949842724	6.8708601462228485	1.501155103073936	1.549130544818873	-0.23449407009319423	-0.15485162274524936	-0.6057131531048395	-0.0714902359970487	0.44963159813838893	0.14138434017684665	-0.13481306660296322	0.028239779397897426	-0.18753248352149327	0.699159565547482	-0.06137051795292137	-0.6629124720255201	-0.25126970126015197	-0.2545787334328118	-0.32158656296542626	-0.16729281319987563	-0.2862397423633991	-0.342718294850756	-0.2860469867303818	-0.2913266440818809	-0.3262351615761211	-0.13645362328611274	-0.16958948486513883	-0.07371691461166761	-0.3106499179702214	-0.1828494727221684	-0.4072731196994767	-0.4542182632153356	-0.26108071009522044	-0.5746091154650304	-0.5502207129213639	-0.2250962227656606	0.046866040753323755	-0.39762496581511036	-0.5157626865457362	-0.48796002309281156	0.6553486055313812	-0.03486219446915804	-0.07882346363842738	-0.3844809487571847	-0.2575638402359865	-0.10658392416095919	-0.2707506756743528	-0.3627635063821553	0.016370303883069946	1.3077328435298492	-0.08215530729173837	0.7301957970378314
TCGA-AY-6196	-0.19272060031938495	-0.4481187149763306	-0.6250542550601537	-0.03599357623580131	-0.2517827332525491	0.8566030009887421	-0.2638806568816942	0.15453535058418316	-0.6297060525222592	-0.6657876333707546	-0.3252297293468169	-0.6056064274517203	-0.6213616836554775	-0.20498105019580304	-0.11546780862747229	0.8406177536776266	0.055470230319200585	-0.021321318125374474	3.180470615732308	-0.2780752649457667	-0.16187066649050733	0.147865682977836	-0.2791453358350966	-0.33060021097030495	-0.5655279022971211	0.052687649451516265	0.8162717099396435	0.19819520009266975	-0.10450516290251179	0.3259345486332978	0.08691642982901349	0.45311541242025427	0.28898832868470536	-0.2888733050874388	-0.27032899040209774	0.03988450735450527	0.17721627645745913	0.7969529485391325	0.31271618236360355	0.3354405235083382	-0.3206605217867325	0.6402443882210719	4.889318748589332	4.952586582723432	2.0166941486860934	0.9215157613238114	4.630499264078391	3.1300913137714077	0.8137463192390509	1.795206479185196	-0.016454033495613044	0.733653849444255	-0.1368927895921859	-0.09506880568912152	-0.4319926597911739	0.052130618777623185	0.30101640221622034	0.7638165740457	0.002262362722944192	0.3237821216847184	0.25890669329873894	0.17769320203553293	0.03365398192904809	-0.45227498324803217	-0.2950242037260839	-0.3091606667171982	-0.2537780360642569	-0.4017755432007874	-0.24951801736045767	-0.23003731127237959	-0.3707268531775474	-0.27982472179744045	0.07358288648383113	-0.15443174075128321	-0.05807703750340005	0.011894198350453394	-0.18286136452539056	-0.093092488428102	-0.22626048506053242	-0.33985682441029225	-0.27909640894665155	-0.4517563208710153	-0.41585976767807137	0.04055146796269626	-0.20725188026664115	-0.3362798236579404	-0.5817638764915198	-0.5114428066697679	0.09375093473938548	-0.03067680126041246	0.05690267935071545	-0.21263119925037144	0.03636055712664764	-0.0553344590407117	-0.18016993195455755	-0.14545191332165472	0.2566141434206556	1.6148674944323518	0.6560994281896003	0.449907932273177
TCGA-D5-6534	-0.20710656316121495	-0.6602308538875845	-0.5364265420841343	-0.3863315395678328	-0.5668773365139903	0.20285092065540544	-0.16998840085272682	0.0038701084614585334	-0.4031582318802089	-0.6737860301826041	-0.16466712980703693	-0.6506532779243492	-0.6678562598493315	-0.07235295099241161	0.22999984894876313	0.013407361042003286	0.4012687991551666	-0.23535349339889797	1.4877323686107669	-0.25783967622457743	-0.24752660885720978	0.5162441831918234	0.8133947317235813	0.101702822015067	0.34061991230924477	1.0907415130505111	2.956798217422701	0.7340231187299247	2.0477320167650457	0.5701874746170147	0.6119408610097488	1.3476956068849175	0.6372241167600994	-0.12668218428792172	-0.10461434076856672	0.01587253607853727	-0.24089612152693612	-0.1380460216758913	2.0135977577823994	0.8167911786582771	0.8175371279897214	0.5175083137304664	4.9443186696296255	4.460157026232836	3.2030276854642468	0.47125416993564384	3.9927908471461913	2.4788338852845726	0.8584911960849351	2.005172186262591	0.2088250843804542	0.47954732124942906	-0.2714364089760961	-0.12582348067881696	-0.5115881030329407	0.05824972836429016	0.1431984179457394	0.12992177269322625	-0.15548432137011486	1.6522238391855346	-0.022842694503825103	-0.11201785532957623	-0.0603817546206032	-0.48748260916047476	-0.2583576797577392	-0.27462354002795264	-0.31925497803552194	-0.3553526559634924	0.18152437461272358	-0.27463591615246785	-0.35338030797525044	-0.3892389912285105	-0.25918885183493	-0.13171174092147228	-0.24082869659433198	-0.18197499626421998	-0.2378246962352689	-0.18369637939790007	-0.1123333800105503	-0.2989792812100141	-0.3354800125192193	-0.5505046084624419	-0.5445890777529078	-0.14121896468903924	-0.39537497474764705	-0.2302124839737458	-0.5358768591370715	-0.48488559382151425	-0.04879267546547237	0.18326684259141626	0.5257023108639489	-0.31764784361323245	-0.3483883686233227	-0.07037292111203852	-0.24129578190698142	-0.34403724347724035	-0.14180368807321603	1.059267025962522	0.11282474937665873	0.357102225768471
TCGA-24-2035	-0.19897517294631012	-0.5768394657772936	-0.46667509356967407	0.800258577796982	0.7822992799050524	0.8259142680498419	0.07822124305140639	-0.17537477237677856	-0.046980461879358386	-0.010355688511537462	0.36935858616488465	0.897402045303302	1.5422413539484257	0.3757756331866645	-0.12766528445784295	2.1137214848887926	0.03048053976761104	-0.22066900621032173	0.8317308240381405	-0.2370096068893898	0.05328676526149271	0.17210269231235892	-0.6730145796566751	-0.6196602386752286	0.19571254519668785	0.10621316059029459	-0.4790804914546413	-0.2700667135787884	-0.45029076503550575	-0.22009862472091407	-0.41784159246326746	-0.07643600827001636	-0.6308871252853985	-0.178491425326006	-0.3212275080873746	-0.41373685719201864	-0.6326868475293189	0.32361919427528907	1.6313113522134308	1.060529216019747	0.5066603876155293	0.0943019285607481	4.922297655325355	4.105138085019181	3.0128332164303746	0.20280442827134418	1.5276332821539629	0.5705906039530924	1.3963566238826692	1.69037970394222	-0.2407322082165196	0.8294586186633848	-0.20587264661577823	-0.16180942125894776	-0.6139771608731103	-0.2518441413145225	0.17105847101952604	-0.19388448300623368	-0.17753702187918258	-0.30032131005148727	-0.14520315150602492	-0.21655597175851848	-0.08795363265401782	-0.12710135434401001	-0.27350239684255445	-0.3113107912898006	-0.2512174561858798	-0.2870431474306389	0.4918616765402597	0.6877963988674183	-0.33915911743761895	-0.06592557820006044	-0.19952835132892718	-0.20417591055727108	-0.4387763906915963	-0.28110277807388867	-0.401790286371953	-0.48400797427901593	-0.41444607557053775	-0.4239773863276396	-0.3515096804051172	-0.47409190612683855	-0.5767097185461891	-0.45958665505715235	-0.49360849720305033	-0.4944467820097766	-0.5895116250670037	-0.3280409005207292	-0.4557854128212022	-0.3841158921834713	0.15680325510566187	-0.37706722439673773	-0.5142495334325511	-0.37487443187183167	-0.49372661199800294	-0.48350777441263193	-0.2273397196933692	1.1549126634655258	0.5286622377977764	0.3765121176383325
TCGA-25-1626	-0.20210023026026205	0.12281689461814428	0.03144061670160805	0.35694583433735655	0.6168995931179131	1.6819657795756284	1.163004005774452	0.30778386827625204	0.028374319215161273	0.29853436303777936	0.5660617991648796	0.8830478183460913	0.018832865475282526	0.015645762975774972	0.012694678799744268	1.637451003914463	-0.10827162438951526	-0.34128171832990684	0.4110007077110069	-0.2836447844411604	0.004353339066678416	0.2916499001644751	1.1498008554279238	-0.0696086565926195	-0.04383369726368457	0.27110217594672015	-0.536983216627632	-0.1581812484933758	-0.5269382642147332	-0.33089896642654376	-0.22086900651121455	-0.24353224607906082	-0.34992641559223064	-0.10740432715747178	-0.3526755580272641	-0.37999548438107755	0.07965013351731211	-0.5754917032184593	1.0290969503213234	1.2046963603781549	0.6231471245345184	0.035188642999947964	6.68153747664122	3.148049238181693	1.9194899908358871	0.6125723677109716	2.781300832275184	4.300462705844484	3.2817507663639796	3.389263818054625	0.10896628490089585	1.1325619180014088	0.34806969976931557	-0.10477786240223409	-0.6062245106267737	-0.25718694595362734	-0.08551435597928984	-0.12495443975734653	-0.17497398801350214	0.5793728641596219	-0.1542052248142408	-0.21901569214508182	-0.07419128010319717	0.05924378255918767	-0.29347000588443	-0.3064519902304841	-0.2925718621077995	-0.12470371751597692	0.18047110949877526	0.5069571592548434	-0.32877906573955373	-0.10981506565906601	-0.19294263599380873	-0.16083328194354785	-0.36947099294104147	-0.023487792388590376	-0.4195030788175193	-0.3589001979398982	-0.36998294526722975	-0.3672272366259271	0.2708497074256528	-0.4797241529685393	-0.5483701111585335	-0.34901395279232106	-0.4532587052874045	-0.33505073320649936	-0.6210930105265082	-0.3988796549685884	0.23925603055909797	0.33065625913230584	0.5030812870324252	-0.2834903950656461	-0.2777431443588583	-0.3237840013001848	-0.3799062865977437	-0.3543835037322059	-0.2619601315874157	1.4011232599018297	-0.047271831580903007	1.0504608326816454
TCGA-DM-A1HA	-0.12887313833590502	-0.25781468756179815	-0.2995086014633902	-0.7953355885472329	-0.20238764654246247	-0.8503147701845808	-0.7892993419427887	-0.43836083625459366	-0.8959667033908196	-0.5079764700732056	-0.8431946355602962	-0.5473693586088291	-0.6686405813100915	0.13595317150343114	0.2899988576592234	-0.541017247358166	-0.48620111912164476	-0.42905411870132815	-0.5518196790835413	0.3070530730246901	-0.5402293049949981	-0.22180505703947978	1.258491865332084	-0.07191598278691573	1.3049490652500197	-0.40304022145282	-0.011756003273300415	1.92078252201573	6.215826223148	2.9261582663787262	1.7732423226976044	0.22810558075468193	0.7263838591943752	4.073611361655689	2.351689958944751	7.797973894497997	-0.5763627786292008	1.220716165837874	2.181613671054235	1.8307165242130847	1.421736602365485	0.2098050182569813	-0.6122237358672615	-0.4567985060379513	-0.3640935073445464	-0.4534695786736969	-0.6684713980694944	-0.5934799766450176	-0.39800312214130884	-0.499670861160825	-0.3009333187303807	-0.30729153414583976	-0.27530111529262163	-0.23035406998300648	-0.7584679880192005	-0.355572181807912	-0.5279218201799786	0.7319739610585997	-0.2055357667024954	-0.46653756846438477	-0.2751986398589373	-0.2879160707714538	-0.09678477912896917	0.36333402562909584	-0.3421623970087106	-0.47207464463375043	-0.41213324736381035	-0.6511884178882724	-0.3830883775781147	-0.4027943063805958	-0.43211420489031993	-0.3525714382997504	-0.6335874418775181	-0.2960817978880958	-0.6656564371531336	-0.5754759517878457	-0.4747407500736925	-0.5244931380456909	-0.2471857863953411	-0.5270430150805905	-0.3500893300861136	-0.48729042092003677	-0.4977289382133194	-0.5815294395256823	-0.6628238119194099	-0.3508302972692624	-0.4518233241810016	-0.42712536389282446	-0.750680150526865	-0.4772835691382064	-0.5931028552685312	-0.6391347571715865	-0.5747933324126374	-0.615106590539849	-0.6480627607839138	-0.580944533077527	-0.64764560577522	-0.7770398874880045	-0.07226246102945373	-0.6291008044975863
TCGA-AA-A02O	-0.13104418385929242	-0.48037035611256973	-0.6230304330364589	-0.4756328358277876	-0.4152600518893619	-0.8657586139082898	-0.7123564520475136	-0.6504649823348904	-0.3256954895026654	-0.8157750373414291	-0.7329225413642312	-0.6572765713367672	-0.6481541047550398	2.0918967121694725	-0.1271654189472534	-0.36837899163067933	0.44532855329559673	-0.08494436115322507	-0.5286702444869188	-0.13759185728019926	-0.3046455347855297	1.0567610460445542	-0.14125819584678653	1.524259316624479	2.41236309294474	1.7691259269989643	1.3413531425448286	1.0519658444160611	0.8133947596783992	1.7699971802277674	0.5840591823772129	1.0527308954869115	1.7354686806873079	1.8379575249594235	10.632262750624536	2.857019541582199	2.5780723558699794	0.5489692056269961	0.156316901998192	0.7136523571993658	0.12443368006402945	-0.03164736911895526	-0.22034929845517326	-0.1090751701110491	-0.0319995373431583	1.3782437653012345	-0.09429189885474051	-0.413377442583733	-0.21333339398468085	-0.3390257483570349	-0.2890745510284638	-0.28004882814448107	-0.22252112352531664	-0.21795833859628755	-0.7169304752892074	-0.39246379119096153	-0.584569960842203	-0.03467141807073166	-0.1995762740251597	-0.42298241598743924	-0.26518862815220406	-0.30739637924577307	-0.08836464433679533	-0.5117701715332127	-0.32018408806855186	-0.4321712154148394	-0.3958069484238327	0.4526838410298	-0.5331114652653782	0.4169426197639218	-0.42960305446814345	-0.47199704364872874	-0.6103067645425373	-0.35123239751511476	-0.6374477055034478	-0.4529902353163735	-0.42561607957735276	-0.5545053933669335	-0.3818333706136505	-0.5670168934767013	-0.4979656295321609	-0.5461790051510184	-0.5802222332646592	-0.5747397221907722	-0.5549113069654378	-0.37592158875687737	-0.004061587339703031	-0.46939632634993084	-0.6814121558209805	-0.49161751071808757	-0.5431142266726996	-0.5586605897885857	-0.5620547051892143	-0.5991278851860641	-0.5546780197192974	-0.5676890141212622	-0.6006518835273379	-0.6628121101034647	-0.2656712159849508	-0.6250936244959515
TCGA-A6-6652	-0.12042523019048576	-0.5513663158438753	-0.6339280909910859	-0.43289431829309244	-0.6748449172054968	-0.6993829061601197	-0.34192006461356056	-0.6721214425245601	-0.07959584448320976	-0.5423014677450179	-0.07204827693186576	-0.5948062315553858	-0.6686405813100915	0.3580838428301797	0.043871896592802814	0.4007378007144123	-0.42562108070766214	-0.41761529876786574	0.7275715289187716	1.8281728715716685	0.3005128001741921	1.1517256455449785	0.3855676586192033	1.295051929705106	0.548583977061526	0.4378232914737727	1.1022171784207204	1.4190692960883833	0.4587305484526582	2.7885125206887786	0.7555008809799496	1.3316925507855915	0.5074462393448657	9.114908256630011	3.5971140407703843	1.4927106167341242	3.386018411476103	1.265048747940796	1.6673867717375677	1.0768674740047697	1.61150247998092	-0.3666339681296482	-0.6122588123475169	-0.36112738460035837	-0.23387136112244414	-0.2608079311979496	-0.3119120646948073	-0.3591349195554452	-0.3287351205349954	-0.30993724775516435	-0.18506478140544508	-0.2655043475715385	-0.22500011829068903	-0.23090087716817956	-0.7663675800821849	-0.20023127855086262	-0.7445094582234473	-0.32033354813610937	-0.20778388473247134	1.3289947320865272	-0.2710607874860765	-0.32548886383226083	-0.09518790532963246	0.27692662812040614	-0.3393885371836961	-0.47478932705502497	-0.4314781160791106	-0.5368208506691728	-0.4731216611158509	-0.14740165954652812	-0.4273470350390009	-0.4347977610804455	-0.6295834290029438	-0.2872295242237213	-0.6784570380697976	-0.4937689151246627	-0.29389135003350725	-0.5147537112747762	-0.3013925997612618	-0.3318833114323446	-0.2984217814688522	-0.40243878257119864	-0.46671865847773614	-0.57610035999003	-0.5969415316885738	-0.38240381755464137	-0.06340952308672705	-0.5069726841102309	-0.7265882727457623	-0.2808408732604996	-0.43727083957218327	-0.5920461724323209	-0.5336105985609423	-0.612178027510741	-0.4942499386913913	-0.5769451383571201	-0.6196399435011368	-0.7290571630817356	-0.405843460149158	-0.6207152071099693
TCGA-AA-3527	0.02757587931862958	0.9675646851084642	-0.6180935948196128	-0.7613969838596429	-0.6066279999614215	-0.7955401070582214	-0.5135017758733544	-0.3091453922759913	-0.619910801239217	-0.8069733080986953	-0.6366486789028614	-0.651659454838491	-0.662622221301193	0.21908207184259162	-0.16457959504289515	0.9127863352393427	1.166721507036487	-0.29123339650892494	0.1591403867372349	0.47979452652136045	-0.48328995127289764	0.9560564976502753	-0.22621765955178963	0.1262054275874836	3.4195746452011155	3.1892008623301495	0.6353092066655129	3.351581245514325	-0.303220901515324	0.4891723353582103	1.0528500980362328	0.572405249698661	2.6175132754835366	2.808297036024901	2.096540682700596	3.2801646342023636	6.378878698658688	1.251095430317941	0.5117478261603331	0.8865456071415027	-0.5631767776125116	1.5130951322547093	1.8379245323330815	0.7490231976855649	0.8517655245513694	0.05547453978480551	0.9456230858286033	0.423918821684602	0.375744536507851	0.22847574434316856	0.9398615090653102	-0.26702479298467785	-0.16451397523531622	-0.21100915121936353	-0.7194931405715446	-0.48108813395457395	-0.14522931527304653	-0.04785433716656482	-0.19801962599742465	-0.35829705115786226	-0.23828034556182537	-0.14928036256180308	-0.0740320130761209	-0.7177522648016688	-0.2871521568106219	-0.4371861707727248	-0.37217883328596263	0.40958460372790917	-0.5568226421495563	-0.2983740098689596	-0.4150700371612484	-0.44468923990747755	-0.5149836198087107	-0.3689529031018216	-0.5262970684990026	-0.3691877200007254	-0.5754710747893872	-0.5319791881258195	-0.4482542731726018	-0.6119821909970071	-0.4861109307657584	-0.6020014583542734	-0.5945988689202151	-0.5735542159894387	-0.7661762509408166	-0.43632548365966506	-0.19652910470723284	-0.4772239208755829	-0.5153535806171344	-0.4163098661055947	-0.42004818888553835	-0.5144069446344524	-0.5764062639557141	-0.5891948200139583	-0.5519515522549784	-0.5525341170703559	-0.4997873089465179	-0.03013711603597639	0.09290618942783697	-0.45407693610648026
TCGA-AA-3531	-0.1631016548216723	-0.5927692250881007	-0.5920434244569645	-0.5781202943290434	-0.40465987497004685	-0.8754203422281948	-0.05985834877551461	-0.6645782778620747	-0.11283007810593065	-0.8053928388596726	-0.7032578162579868	-0.645830956635563	-0.6441749805441173	-0.022090006133743425	-0.08761166699189125	-0.012081916993323368	-0.2778589755902754	-0.3699935944284167	0.41868647792387087	0.46116303912174267	-0.5146552299592373	0.36541275126377615	-0.18260090835373483	0.9029353273583149	1.4184588108426992	1.4731430978950626	0.526424870933783	1.3123215009021871	0.30062560152498247	1.0228960579577984	1.2650726336797042	1.2277662712633601	1.3779033759638752	2.8126320696193123	3.1534119718969085	7.0947730111427045	4.2009309123271255	1.1728362781902566	0.42105928660033504	-0.042200441629753734	0.6567383061921942	0.4312523435547175	-0.3786143773670371	-0.3905224223433736	-0.06656736423478199	-0.2376104283312193	-0.09873247709429132	-0.44102811112263296	-0.25365360544281673	-0.2677156526519552	-0.18780800796704852	-0.30860312716706434	-0.1494007470946814	-0.22974698484041275	-0.785705123153032	-0.4611382384271474	-0.6400778137016536	-0.30170607056716814	-0.20273589222016414	0.9965048135368645	-0.25844319425443396	-0.339728162583834	-0.08816661143509344	-0.34110107321135436	-0.307942166504135	-0.4714019799629922	-0.4204291098153004	0.20043581565323076	-0.4859106603658182	-0.20221701688392268	-0.4271911216543691	-0.4503922582133474	-0.6160860079039805	-0.3695672960332017	-0.6136430792373706	-0.3414267855513018	-0.17890133281365456	-0.5312154597843113	-0.38390249249953357	-0.5002413801240493	-0.3674655638588591	-0.4996162676514974	-0.4849053565861779	-0.573661989280469	-0.7389749725396662	-0.45415449128548674	-0.12285737118349355	-0.5401081995897683	-0.7125423695438805	-0.6357810545748808	-0.5670158304973978	-0.5673655219264627	-0.542122638748128	-0.6093929834645163	-0.6377125217369015	-0.5657026926631337	-0.6280361183840967	-0.5894815824225902	-0.12621818896506737	-0.6018621713166293
TCGA-AA-3667	-0.13595244078177612	-0.5399267950172097	-0.5760761526855273	-0.5467723181899005	-0.6495391669780337	-0.848561483578266	-0.41109400898575293	-0.6015032993772512	-0.4879118128238075	-0.6420456672884198	-0.770776914505942	-0.6587506064238713	-0.6648444654400131	0.21812427963458397	-0.1380337069426473	1.4154528746191122	-0.21292531640718512	-0.28962981121478276	-0.07247240431788779	0.6112776969582354	-0.38439055869750693	0.5374008534602722	0.9777859075071758	0.9323432484892551	1.728105645459624	3.1620153144136927	3.2516710213039057	2.05507472052149	0.8824272089336769	1.4285780558411414	0.5735992395115106	0.9826980281516543	1.2590264763342047	1.6328011285064101	2.520761012980219	7.087823438617724	6.300165049293653	1.6290494777377664	0.5423831289409231	1.8909545739188707	0.024367007830839796	0.5765634121510212	0.05365413470704206	-0.38904045293540773	0.06881138756908717	-0.04322351255347822	0.04066825592042558	-0.3243676319952339	-0.23470174514339334	-0.2809319006064597	-0.05701631814699026	-0.2554376622812481	-0.2573234186697469	-0.20229898637207894	-0.6924323356176904	-0.43050273362151115	-0.567443794676023	-0.1890327048639256	-0.1940740256929039	0.3984107406820446	-0.24189994620751323	-0.27064161246031393	-0.09003671459173111	-0.5279826342884322	-0.27907799448077447	-0.4584742058218564	-0.39962700051880995	-0.19824140469140564	-0.48634740219323985	-0.12316120553711407	-0.35566467529250784	-0.4464108235764257	-0.5802887154555957	-0.32380357171214763	-0.5836752006780849	-0.4372575146399292	-0.6297604854398887	-0.5702865918691842	-0.4346231489910574	-0.5409913471166802	-0.3811587247264827	-0.5862085249991528	-0.6026616867967031	-0.5649862393525283	-0.647276897769744	-0.4226011200239018	-0.07031255815984284	-0.5337055786311301	-0.6763968607017983	-0.49046373143691446	-0.5298713425516685	-0.4818170509162921	-0.5191648540109052	-0.5768048650105453	-0.5969124221227426	-0.5474245224777292	-0.5445024639975441	-0.3029416770564486	-0.013148010926120418	-0.5451429223198319
TARGET-52-PARZBI	-0.14896088192601536	-0.6268769127935656	-0.6092861466886625	11.663490553990686	1.4418453288591935	2.0470970413332714	2.594484711277587	0.9642802996322856	-0.8697042132775494	-0.4965551785558484	-0.6308400952036325	-0.6617691371662967	-0.6382664255397251	-0.15957921176426992	-0.20697727880471753	-0.23125232329240045	-0.21422877718374667	-0.6246543553911073	-0.7054166382519225	-0.3673004949775192	-0.24050832846413092	-0.6628645331685862	-1.098939729492128	-1.0568116531961478	0.28153117271611755	0.06690756539122868	-0.6313311290873033	-0.09540710872204079	-0.7244325622977082	-0.45763128350870846	-0.931431257237002	-0.8768071785242223	-0.6659389795002835	-0.418110717789608	-0.5037137561144365	-0.4158576750142972	-0.3278869133092351	1.0770633970863586	-0.48860866621512494	1.2053756939561482	-0.6921221465711297	4.771389110400707	-0.5268756441100925	-0.46452569128077137	-0.1453948653510735	5.326450060006361	-0.336152210425402	0.6557643833130309	-0.35127082654890085	-0.3644057030638766	-0.3094172486818762	-0.14139590220012332	-0.17522748612480757	-0.1611851138428053	-0.4589065229283804	-0.423915557816461	-0.14772719962453745	-0.16657792820264575	-0.20002828845125992	-0.40193511723595	-0.24982878956103247	0.19972349586472984	-0.07227073460367316	-0.3998395202512396	-0.31815247967912547	-0.32702832203421517	-0.43379929214772067	1.6223674604362552	-0.5613789217545501	-0.6502836745646586	-0.3944374992616349	0.03159668859626324	-0.1661717350469202	-0.364867589064593	-0.5574626641031224	-0.36779904962389337	-0.48051380835224744	-0.48369794594236415	-0.252695084669268	-0.2430211671307777	-0.1742733256636488	-0.1471857330752938	-0.442080254615741	-0.46479479934619256	-0.7261214079705962	-0.4529340361299575	-0.634018035406829	-0.47493029903826595	-0.3725868974698589	-0.6644960307665277	-0.40286387891725195	-0.5912457189024012	-0.14784917563794567	-0.43989241000945917	-0.6030566651525233	-0.4743252176381862	-0.502866827036814	-0.11203638121711981	-0.23445892497465956	0.04490614386091856
TARGET-52-PAJMRB	-0.2384596702782248	-0.6511632385827185	-0.45006204956204793	6.129195208981582	2.1937084923770405	-0.3339780819532643	0.3180670221806894	1.2966617562212532	-0.8497752765605205	-0.5099149461564266	-0.8217347245043986	-0.6461268910220753	-0.6580156399216625	-0.2809016312552174	-0.07447504989920081	-0.48747743445263186	-0.08480315287218294	-0.6331222946223428	-0.7781945650963358	-0.338619296192653	-0.49467782201731775	-0.630453355775799	-1.0999194037363267	-1.0520172091560518	-0.8972907201350028	0.14322158403695887	-0.638814540876835	-0.5884469880750232	-0.6810840590801783	-0.9697676125456556	1.515800699204464	-1.0343421362271392	-0.5792108664051243	-0.46977711388117155	-0.5448349218462443	-0.4014672670789492	-0.6722411745254808	0.06143749197859445	-0.20780407878026333	-0.004774299299282557	-0.8267961300255109	4.050914485205761	-0.5924265704111765	-0.444980831358583	-0.3199695332667672	0.23132150840255528	-0.11210195996605737	0.3166488081438601	-0.28300988032573465	1.9200806198828586	-0.19864442196503126	0.792809200930186	-0.2719215741714639	0.13909383661657296	0.33333322036443147	-0.2019665484336488	0.6806318907870028	-0.03619847174898798	-0.19218789276944948	-0.3938032063546928	-0.21595471407077865	0.2764261526897649	-0.08820444319225819	-0.7908592164990602	-0.32710131388846864	-0.32325058919576016	-0.33171438500469835	-0.2962411553914083	-0.4361892830901198	-0.66350045989626	-0.41432590509823275	-0.37129311589460234	-0.4369627714169606	-0.34292498437244656	-0.5102651268051299	-0.4534101625860144	-0.6050579984669813	-0.30114418732169435	-0.2447070201764954	-0.4233182425881292	-0.663863776532319	-0.27642079733163805	-0.282565639921587	-0.3092429140698577	-0.3226390124428442	-0.491545322583424	-0.6257162274373187	-0.5400886794039188	-0.4655006240720109	-0.5960051025193335	-0.4981712366128484	-0.5142258896693515	0.028707962214240084	-0.2369852720088523	-0.5165527009824563	-0.457404701513388	-0.40635224437726436	-0.28460215265111066	-0.2620115849734721	0.19013275278482855
